Meld,Amount,Notes,Unit,Property Name,Address line 1,City,State,Postal code
TDL4TDBB,130.00,,1,,639 Merwin Avenue,Louisville,KY,40217
TU6FR1KB,157.50,"Removed deadbolt from main entry door. 
Replaced with new. 
Delivered keys to apartment 2 and 3.",3,,3339 Taylor Boulevard - 3,Louisville,KY,40215
TCXMVWT,70.00,Rekeyed front and back deadbolts to L key.,1,,402 North 41st Street,Louisville,KY,40212
TJT8956,97.50,"Leak is near where the addition at the back of house begins. 

Recommend deluxe to deliver dehumidifier for basement.",1,,402 North 41st Street,Louisville,KY,40212
TUJ8YCMB,120.50,"Toilet flush handle broken. 
Flapper leaks. 
Replaced plastic handle with brass handle. 
Replaced flapper with new.",226,,4524 Winnrose Way 226,Louisville,KY,40211
TYP1KKW,284.00,,1A,,302 Keeneland Drive - 1A,Elizabethtown,KY,42701
TIVY1IZ,171.00,,1A,,304 Keeneland Drive - 1A,Elizabethtown,KY,42701
TVP7U14,361.00,,1,,12611 East Orell Road - 1,Louisville,KY,40272
TKTR6XR,440.00,"Repaired garbage disposal drain 
Repaired dishwasher drain 
Repaired handle on refrigerator 
Installed three new locks keys was not working them properly 

Checked for leaks 
We found that the trunk line leading to basement had condensation the exhaust vent for HVAC system is all running in the same area installed insulation around vent 
Installed access panel there is plumbing in this are",1,,3704 Dayton Avenue,Saint Matthews,KY,40207
TTZCY9LB,368.00,,613-8,,613 S 44th Street - 8,Louisville,KY,40211
T6B6KIF,1926.00,"Worked on gate lock 
Worked on filling holes
Repaired closet doors 
Installed new lock on front door 
Repaired front door jam 
Filled holes in walls 
Fixed cracks 
Repaired kitchen cabinets 
Repaired countertops 
Repaired kitchen sink drain 
Installed knobs on cabinets 
Set bait 
Repaired vanity drain 
Repaired vanity top 
Repaired bathroom door and jam 
Repaired light fixture in bathroom 
Repaired toilet 
Installed fill valve 
Repaired shower faucet 
Repaired shower head 
Installed co2 alarm 
Repaired windows 
Installed unit number on front door
Repaired all plugs 
Installed few new wall plates 
Repaired plug on front porch area

Repaired back porch light 
Installed flashing at the back of the building next to foundation 
Repaired back door threshold 
Repaired back door adjusted door 
Installed weather stripping around back door 
Installed three new transition stripping around access panel leading to basement area 
Repaired front  porch gfi 
Installed new gfi at the rear next to back door and repaired cover 
Removed water hose going to next door",1,,500 East Ormsby Avenue - 1,Louisville,KY,40203
T0LR1DFB,337.50,"Repaired kitchen drain 
Installed new sink basket 
Took lock box off of door",4,,216 East 13th Street- 4,New Albany,IN,47150
TZD9JUJ,376.50,"Repaired shut off valve 
Installed new faucet with sprayer 
Repaired drain",607-1,,607 S 44th Street - 1,Louisville,KY,40211
TJQBHPIB,292.00,,1,,8003 Grenelle Drive,Louisville,KY,40228
T03510G,275.00,,1,,333 Mechanic Street,Jeffersonville,IN,47130
TTET1IM,155.00,,126,,4524 Winnrose Way 126,Louisville,KY,40211
T5CXUNLB,147.50,,102,,4522 Winnrose Way 102,Louisville,KY,40211
TPADIPDB,150.00,,127,,4524 Winnrose Way 127,Louisville,KY,40211
TGJBD3CB,162.50,"Tested wall thermostat. Removed light fixture in kitchen and removed ceiling tiles and tested wires in junction box and fan. Used jumper wire across changeover switch. Reinstalled ceiling, tiles and light fixture and reinstalled thermostat. Swept up mess",21,,111 E O'Bryan Avenue-21,Bardstown,KY,40004
TP502J7,97.50,Strike broken off door knob latch at laundry room. Replaced strike.,16,,111 E O'Bryan Avenue-16,Bardstown,KY,40004
TF98NV3,97.50,Replaced leaking hose on water heater. Cleaned up water on utility room floor.,All,,100 Slate Run - All,Bardstown,KY,40004
TRPHD5CB,65.00,Checked for leaks.Tightened tailpiece nuts.,40,,111 E O'Bryan Avenue-40,Bardstown,KY,40004
T3GCQAX,185.00,"Replaced old switch and GFCI outlet. 
Lights and outlet work after repair. 

Drilled mailbox lock. 
Replaced with new.",607-4,,607 S 44th Street - 4,Louisville,KY,40211
TWZED0EB,122.50,Drilled knob. Opened door. Replaced knob with new.,2430-206,,2430 McKindree Ct-206,Louisville,KY,40211
TFHYUGY,97.50,"Drain had slipped off of tailpiece. 
Reinstalled drain to tailpiece.

No leak after repairs.",1,,5206 Monticello Avenue,Louisville,KY,40218
TP67E1P,130.00,,1,,2730 Montana Avenue,Louisville,KY,40208
TQF6WBQ,97.50,,1,,439 North 38th Street,Louisville,KY,40212
T1UPVH7,97.50,,231,,4524 Winnrose Way 231,Louisville,KY,40211
TD4XY1Y,152.00,"Washing machine is operating normally. 
The drain was clogged and overflowing. 
Snaked drain. 
Drain flows freely after repair. 

Front storm door closer damaged by high winds. 
Replaced with new. 
Adjusted frame and strike plate so storm door latches.",1,,704 Compton Street,Louisville,KY,40208
TCXF5RKB,155.00,,1,,1742 Algonquin Parkway,Louisville,KY,40210
TIFKQYKB,930.00,,1,,1793 West Lee Street,Louisville,KY,40210
TMKFYQL,97.50,"Searched everything for source of smell. 

2313 next door is vacant. Odor is coming from there.",2315,,2315 Rodman,Louisville,KY,40208
TU1H58E,312.50,,1,,540 Dresden Avenue,Louisville,KY,40215
TTUT9TKB,376.00,"Repaired bathroom walls 
Repaired and textured bathroom ceiling 
Painted one wall 
There was one area in the top corner that was still wet from repair tenant said that she didn’t mind painting that area I left the extra paint and brush",1,,222 Mud Hen Drive,Shepherdsville,KY,40165
T9RIA0AB,245.00,"Replaced deadbolt and knob. 
Keyed to M key, same as apartment. 

Cleaned out trash. 

Also removed some loose lumber from the grounds.",4,,3811 Carpenter Drive - 4,Louisville,KY,40229
TJV7M1V,157.50,"Door had a keyed entry knob, which explains why they had so much trouble getting in.
Door had slight split in wood around latch. 

Reinforced door with brass door guard to stop the split from spreading. 

Installed new privacy knob.",1,,5122 Braidwood Drive,Louisville,KY,40219
TD0L0LJ,122.50,"Removed doorknob with nonfunctional lockbox. 

Installed new knob and reattached functional lockbox. Code is 4064",A5,,4604 Southern Parkway - A5,Louisville,KY,40214
TZ56V6I,97.50,"Power supply was disconnected at the junction just inside basement door. 

When I reconnected power supply and turned on breaker the breaker immediately blew, along with the breaker right next to it. 

There is a short somewhere in the system causing a feed back.",A1,,4604 Southern Parkway - A1,Louisville,KY,40214
T34LZ4H,102.50,"I had to cut away a small amount of the vinyl covering the hinges. 

Bottom hinge screws were completely gone. Installed new screws. 

Replaced screws in top hinge with new screws. 

Door opens and closes after repair.",1,,1857 Heaton Rd,Louisville,KY,40216
TL22MRZ,102.50,"Older door lock. Over time the screws had come loose, causing it to not function properly. 

Tightened screws and replaced several in the cover. 

Door opens, latches and closes after repair.",1,,711 Compton St,Louisville,KY,40208
TQX80EFB,97.50,Tightened slip joints and popup drain. No leak after repairs.,5,,601 Revolutionary Road - 5,Louisville,KY,40214
TENELZ,195.00,Repaired short in wires at lamppost and breaker box SR100 and wired it on separate breaker. Replaced photocell on lamppost in front of SR104.,All,,100 Slate Run - All,Bardstown,KY,40004
TP7T6QGB,735.00,"Repaired two door jams 
installed 4 new locks 
repaired two basement doors 
repaired one common door",649-1,,649 S 44th Street -1,Louisville,KY,40211
TYAGCMG,65.00,,1,,1717 Arlington Ave,Louisville,KY,40206
T4KMZFC,154.00,,1,,1763 West Lee Street,Louisville,KY,40210
T1FBI9W,235.50,,1,,1780 Wilart Drive,Louisville,KY,40210
TZ1D8LCB,290.00,"Repaired flashing 
Repaired siding",1,,6604 Estele Ave,Louisville,KY,40214
TH2YH1U,295.00,Repaired gutters,1,,4105 Glen Hill Manor,Louisville,KY,40272
T6XBU8V,180.00,"Repaired eve vent 
Removed bird nest 
Repaired a few spot on shingles",1,,4105 Glen Hill Manor,Louisville,KY,40272
TD12AG0,404.00,"Some one broken into basement doors 
Repaired basement door 
Repaired side door 
Installed another co2 alarm",2217 B,,2217 7th Street,Louisville,KY,40208
TGWZ97U,342.00,"Repaired thermostat for water heater 
Repaired shower faucet 
Installed stem and hardware 
Cut out old caulk around tub 
Repaired toilet 
Installed new fill valve and flap 
Installed new handle",3,,210 West Blue Lick Road - 3,Shepherdsville,KY,40165
T9CR3K5,257.00,,1,,230 West Blue Lick Road - 1,Shepherdsville,KY,40165
THPX5UC,900.00,"Delivered new refrigerator. 
Removed the broken one.",3946-2,,3946 South 3rd Street - 2,Louisville,KY,40214
TDU5UIMB,130.00,,4,,230 West Blue Lick Road - 4,Shepherdsville,KY,40165
TPH0YKU,97.50,"Attempted to snake drain. 
Could not clear clog. 
Referral to Dixie Plumbing.",1,,3028 Wurtele Avenue,Louisville,KY,40216
TBZDEKM,155.00,,1,,10815 Alberta Drive,Hollyvilla,KY,40118
TBF1IJ,97.50,,16,,7602 Garrison Road - 16,Louisville,KY,40214
TXQLC3DB,152.50,,6,,4902 Saddlebrook Lane - 6,Louisville,KY,40216
TA6LA2F,97.50,"Back door was jammed shut and the latches were catching on the wall. 
Tightened screws on hinges. Replaced screws in latches.
Door opens and closes after repair. 

There are 2 functional smoke detectors in apartment. One downstairs one upstairs. 

Also checked front door hinges. 
Tightened screws. 
Door opens and closes much better after repair. 

The bedroom closet bifold doors have been repaired multiple times and are beginning to come apart. The right door is damaged beyond repair and I will have to dispose of it. 

Estimate for replacement closet doors in chat.",2,,103 West Kentucky Street - 2,Louisville,KY,40203
T1G282T,410.00,Installed new door for hvac system,113,,1743 Culbertson Avenue,New Albany,IN,47150
TJ80V55,97.50,"Adjusted latch position and reassembled knob. Door opens, closes and locks after repair.",1,,1710 Liberty Bell Way - 1,Louisville,KY,40215
T0ZRL5F,205.00,"Installed new shutoff valve for dishwasher 
Dishwasher needs to be replaced 
Inlet valve is bad 
Ejection pump is bad 
Sprayer arm is broken 
Office will schedule when we get the approval",4,,1002 East Main St,New Albany,IN,47150
TL2YIVP,376.00,"Repaired garbage disposal 
Installed new kitchen faucet 
Repaired electrical switches 
Found two shorts in boxes",9,,1002 East Main St,New Albany,IN,47150
TVZJ9FJB,97.50,Reinstalled screen and spline. Applied a dab of adhesive to hold it in.,1,,6604 Estele Ave,Louisville,KY,40214
TZFHAGLB,307.00,,3,,216 East 13th Street- 3,New Albany,IN,47150
TN3VPXW,135.00,"Unit needs cleaned 
Gutters need cleaned 
Back patio needs cleaned 

Kitchen area 
Install sink strainers 
Clean water heater closet 
Level refrigerator 

Living Room area 
Remove or secure cable coax
Lube windows 

Bathroom 
Repair  under vanity sink back wall 
Repair toilet tank 
Vanity drain really slow 
Tub spout leaks 
Tub drains slow 
Fill hole over light switch cover 
First bedroom 
Loose plugs 
Closet doors need adjusted

Back door jam needs painted and caulked",2323,,2323 Rodman,Louisville,KY,40208
T8D3FG8,135.00,Was not able to do repair to gutters my ladder will not reach need to send gutter guys,1,,7103 Chiswell Dr.,Louisville,KY,40258
TIXYHUX,180.00,"Repair front door window trim 
Front porch light doesn’t work 
Kitchen sink basket leaks 
Repair counter top water damage 
Countertop is loose next to wall 
Remove pice out of refrigerator and off the top 
Need permit for water heater 
Install new filter 16x20x1
Ceiling ac panel needs repaired 
Bathroom gfi not grounded 
Multiple plugs open grounds 
Vanity drain slow 
Light switch miss screws 
Back storm door latch needs repaired 
Remove hasps off of back door 
Siding on back of house has a few holes 
Two foundation vent are loose 
Remove parts of tree on gourd 
Cable coax needs to be secured to the top of house it’s laying on the fence 
Remove limbs 
Cut bushes back to fence 
Repair broken fence pickets 
Remove water hose",1,,2720 Rockford Lane,Louisville,KY,40216
T92E7NF,315.00,,5,,214 East 13th Street- 5,New Albany,IN,47150
T41TDMHB,130.00,,4,,4903 Saddlebrook Lane - 4,Louisville,KY,40216
TB5IMBIB,65.00,,3,,528 East Oak Street - 3,Louisville,KY,40203
TGUYE7LB,130.00,,1B,,402 North Hite Avenue,Louisville,KY,40206
TRQCIWM,377.50,"Snaked kitchen drain. Could not remove clog. Referral to Dixie Plumbing. 

Shower had been altered before. 
Had to use a hand held shower and tub spout with diverter and hose attachment. 

Hammered nails on back porch.",2,,2209 7th Street Road - 2,Louisville,KY,40208
T1KRQCJB,97.50,"Reattached and tightened slip nut. 
Tightened pop up drain. 
No leaks after repair.",1,,2705 Butler Road,Louisville,KY,40216
T3T23EDB,102.50,"Checked all fixtures and outlets in garage. All have power. Replaced 2 bulbs in garage. 

Master bedroom fan and light. 
Fan turns on with switch. 
Cannot turn on light or adjust fan without the remote control. 

Measurements taken for replacement blind in front bedroom. 
Will return to replace blind after owner approval.",1,,11207 Pebble Trace,Louisville,KY,40229
T4FM6YY,425.00,"Installed new crawl space door
Installed new hinges 
Painted door 
Repaired gutters on house 
Repaired gutter on garage 
Installed pipe going to drain next to garage",1,,10815 Alberta Drive,Hollyvilla,KY,40118
TJA91AI,313.00,"Two hours for window 
One hour looked at dishwasher 
Request for new dishwasher 
Dishwasher timer is bad missing parts to the screen ejection pump is bad the rubber boot has a hole in it. Dishwasher washer into worth putting time or money into 
Closing this part of the mold one will be credited for the window 
And one will be credited for dishwasher after we get owner’s approval",1,,3918 Baymeadow Dr.,Louisville,KY,40258
TKZ1M3MB,409.00,"Installed new burner control 
Repaired two burners 
All burners are working properly 
Repaired shower faucet 
Installed new hardware
Repaired front porch light fixture had bird nest and bulb was broken and socket was broken",B5,,4604 Southern Parkway - B5,Louisville,KY,40214
TQGMZEN,260.00,Repaired toilet flush valve  and tank,2,,2147 Duncan Street - 2,Louisville,KY,40212
TR9PK77,282.00,"Repaired kitchen sink drain 
Repaired kitchen faucet 
Checked the hot water heater there is no gas on  I checked at the meter and there are two meters capped 
Office will follow up with LG&E",1,,2513 Date Street,Louisville,KY,40210
TZDYHDL,292.00,Repaired shower faucet and spout,1,,1928 Youngland Avenue,Louisville,KY,40216
TXHCW73,65.00,,1,,122 Oxford Place,Louisville,KY,40207
TKJXL1I,170.00,,18,,9345 Taylorsville Rd. - 18,Louisville,KY,40299
TUI2E1C,130.00,,2,,4901 Saddlebrook Lane - 2,Louisville,KY,40216
TA7H1MI,162.50,,1,,1732 West Burnett Avenue,Louisville,KY,40210
TQTYDKEB,130.00,"Clog caused by calcium deposits broken up while I stalling vanity. 
Snaked and cleared drain.",3,,319 West Lee Street - 3,Louisville,KY,40208
TDMYRYCB,217.50,,4,,2322 West Chestnut Street - 4,Louisville,KY,40211
TVG9TPBB,130.00,,1,,5206 Monticello Avenue,Louisville,KY,40218
T3FQHNKB,65.00,,1,,4903 Saddlebrook Lane - 1,Louisville,KY,40216
TM857Z7,130.00,"Inspected apartment A14 and A6 for water leak. 

Found water leak at near ceiling height in A6. 

Copper pipe has hole and crack that runs at least 2 feet. 

Referral to Dixie Plumbing.",A6,,4604 Southern Parkway - A6,Louisville,KY,40214
