Meld,Work Category,Agent,Title,Description,Hours,Check in,Checkout,Unit,Property Name,Address line 1,City,State,Postal code
TPRPA9DB,APPLIANCES,Mike Guelda,Multiple repairs.,"Front door threshold had sagged causing a gap and draft. 

Shimmed threshold and filled gap with expanding foam to avoid draft. 

Back door off of laundry room had an aged and damaged screen door. 

Due to damage and lack of use, I just removed the storm door for disposal.",1.0,02/23/2023 11:30,02/23/2023 12:30,1,,1309 Heatherbourne Drive,La Grange,KY,40031
T1KL2WK,OTHER_WORK_CATEGORY,Mike Guelda,Multiple repairs,"Kitchen sink faucet, the sprayer handle was loose. Tightened sprayer handle. No leak after repairs. 

Dishwasher controls were locked. 
Held cycle button for 3 seconds to unlock. Dishwasher had layer of solidified grease and oil in bottom. 
Removed debris and ran cycle to test. 
Dishwasher starts, runs cycle, and drains after repair. 

Tenant will be charged for misuse of dishwasher.",1.0,02/23/2023 12:30,02/23/2023 13:30,1,,4508 Lunenburg Drive,Louisville,KY,40245
TP3IH1CB,PLUMBING,Mike Guelda,Kitchen sink.,"Sink leaking from tailpiece and first slip joint. 

No top hat seal at basket. 
Installed new seal and nut at basket. 

Grit and debris stuck in first slip joint. Cleaned and tightened joint. 

No leak after repairs.",1.0,02/23/2023 15:00,02/23/2023 16:00,11,,160 West Blue Lick Road,Shepherdsville,KY,40165
T74DNLDB,PLUMBING,Albert Hardesty,Maintenance,,1.5,02/23/2023 07:00,02/23/2023 08:30,1,,4730 Southern Parkway,Louisville,KY,40214
TG8FFWHB,GENERAL,Albert Hardesty,Maintenance,,3.5,02/23/2023 09:30,02/23/2023 13:00,1,,5431 Count Fleet Drive,Louisville,KY,40272
T9LHL3V,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.5,02/23/2023 13:00,02/23/2023 14:30,1,,4909 Saddlebrook Lane,Louisville,KY,40216
TMV6HJ9,PLUMBING,Albert Hardesty,Maintenance,,2.0,02/23/2023 14:30,02/23/2023 16:30,1,,601 Revolutionary Road,Louisville,KY,40214
TMP3XAB,PLUMBING,Albert Hardesty,Maintenance maintenance,,1.5,02/23/2023 16:30,02/23/2023 18:00,3,,212-216 East 13th Street,New Albany,IN,47150
T2GYYIP,ELECTRICAL,Albert Hardesty,Maintenance,,2.0,02/23/2023 18:00,02/23/2023 20:00,9,,212-216 East 13th Street,New Albany,IN,47150
T6HU99LB,PLUMBING,Albert Hardesty,Maintenance,,1.0,02/23/2023 18:30,02/23/2023 19:30,4,,3216 Fordhaven Road,Louisville,KY,40214
T6AWMA7,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.0,02/24/2023 12:30,02/24/2023 15:30,1,,4721 S 1st Street,Louisville,KY,40214
T8NAJF9,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.5,02/24/2023 07:30,02/24/2023 10:00,5,,1568 Illinois Road,Radcliff,KY,40160
TCCL3WF,HARDWARE,Albert Hardesty,Maintenance,,2.0,02/24/2023 10:00,02/24/2023 12:00,Unit 1,,927 N Lakeview Dr,Louisville,KY,40229
TBQ3N5Z,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.5,02/24/2023 12:00,02/24/2023 13:30,1,,4728 Southern Parkway,Louisville,KY,40214
TPGNDKHB,PLUMBING,Albert Hardesty,Maintenance,,2.0,02/24/2023 13:30,02/24/2023 15:30,647.5-4,,607 S 44th Street,Louisville,KY,40211
T5NYAQEB,DOORS,Albert Hardesty,Maintenance,,2.0,02/25/2023 08:00,02/25/2023 10:00,2,,2718 Rockford Lane,Louisville,KY,40216
T6HU99LB,PLUMBING,Albert Hardesty,Maintenance,,1.5,02/25/2023 11:00,02/25/2023 12:30,4,,3216 Fordhaven Road,Louisville,KY,40214
T8ZJIIHB,LANDSCAPING,Albert Hardesty,Maintenance,,2.0,02/25/2023 14:00,02/25/2023 16:00,1,,3028 Wurtele Avenue,Louisville,KY,40216
TEYGPQD,DOORS,Albert Hardesty,Maintenance,,1.0,02/26/2023 10:30,02/26/2023 11:30,3,,1747 East Oak Street,New Albany,IN,47150
TN4DZMD,ELECTRICAL,Albert Hardesty,Maintenance,,2.5,02/26/2023 08:00,02/26/2023 10:30,214,,1743 Culbertson Avenue,New Albany,IN,47150
TL1Y2IH,WINDOWS,Mike Guelda,Windows.,"All windows had dirt and debris in bottom of frame keeping windows from closing fully and locking. 

Bathroom window spring had slipped on right side. Raised window to relieve tension on spring and reinstalled. 

All windows close and lock after repair.",1.0,02/27/2023 08:00,02/27/2023 09:00,2,,12511 East Orell Road,Louisville,KY,40272
T914BBF,GENERAL,Mike Guelda,Multiple repairs,"Turned thermostat up, hot air came from vent. No electric or ventilation problems found. If heater has problem keeping up we will return to address the issue. 

Installed new smoke and CO detectors. 

Toilet fill valve was slow probably due to hard water build up. 
Replaced fill valve.
Toilet fills properly after repair. 

Cut out old caulk around tub. 
Installed new caulk.",1.5,02/27/2023 09:30,02/27/2023 11:00,6,,4315 Southern Parkway,Louisville,KY,40214
T8X1553,GENERAL,Mike Guelda,Smoke and CO detectors,"Replaced batteries in two smoke detectors. 

Installed new CO detector. 

Tenant stated that refrigerator was no longer an issue.",1.0,02/27/2023 11:00,02/27/2023 12:00,3,,4315 Southern Parkway,Louisville,KY,40214
TEJT5HLB,PLUMBING,Mike Guelda,Faucet,"Bathroom faucet constant hot water drip. 

Shut off water and removed old faucet. 

Replaced with new.

Turned water on to test. 

No leak after repair.",1.5,02/27/2023 12:00,02/27/2023 13:30,3,,1710 Liberty Bell Way,Louisville,KY,40215
TXKCJXLB,PLUMBING,Albert Hardesty,Maintenance,,2.5,02/27/2023 08:00,02/27/2023 10:30,1,,321 North 43rd Street,Louisville,KY,40212
T4I0YFZ,GENERAL,Albert Hardesty,Maintenance,,4.0,02/27/2023 11:00,02/27/2023 15:00,5,,4730 Southern Parkway,Louisville,KY,40214
TGTGPNCB,GENERAL,Albert Hardesty,Maintenance,,2.5,02/27/2023 15:00,02/27/2023 17:30,7,,4728 Southern Parkway,Louisville,KY,40214
TKXBQD6,ELECTRICAL,Mike Guelda,Electrical repair,"Breaker to kitchen lights and surrounding area kept tripping. 

Breaker was loose and aged. 
Replaced breaker. 
Did not correct issue. 

Started pulling switches to check wiring. Switches were out of date. 
Replaced switches with new. 

Checked dimmer switch in dining area. Found wire that was exposed and shorting out to metal box. 
Replaced dimmer with common switch. Taped exposed wires with electrical tape. 
Tested circuit after repairs. 
Breaker no longer trips.",2.5,02/27/2023 13:30,02/27/2023 16:00,1,,1744 Dixdale Avenue,Louisville,KY,40210
TQBAKNGB,APPLIANCES,Mike Guelda,Oven and refrigerator.,"Refrigerator has electrical short, causing outside of refrigerator to be electrically charged. Refrigerator is electrocution hazard and should be replaced. 

Oven will not light. 
Oven is roughly 20 years old and parts are limited. Recommend replacing. 

Pricing will be forwarded to property owner.",1.0,02/28/2023 08:00,02/28/2023 09:00,2,,2613 West Main Street,Louisville,KY,40212
TA3HMG7,PLUMBING,Mike Guelda,Reschedule.,"Could not approach front door. 
Dog tied outside. 
Will need to reschedule.",1.0,02/28/2023 09:00,02/28/2023 10:00,1,,3819 Alford Avenue,Louisville,KY,40212
TBQLCMN,PLUMBING,Mike Guelda,Kitchen sink clog.,"Removed standing water in kitchen sink. Snaked multiple times to end of snake. 

Water still not moving. 

Referral to Dixie Plumbing.",2.0,02/28/2023 11:00,02/28/2023 13:00,3,,1035 Baxter Ave,Louisville,KY,40204
T8PIVFC,APPLIANCES,Mike Guelda,Multiple repairs,"Removed clip on globe from front porch ceiling fan. 

Dishwasher would not drain. 
Vacuumed standing water out of dishwasher. 
Dish labels found in standing water. 
Removed filter screen. Screen clogged with grease and debris. Cleaned filter screen. 
More debris found under screen. 
Removed and pictures taken. 
Dishwasher still wouldn't drain. 
Removed top of dishwasher breather at sink. Debris found blocking breather. Picture taken. 
Removed debris from breather. 
Dishwasher starts and drains after repair. Tenant will be charged an hour of labor for misuse of dishwasher. 

Washing machine drum has become separated from motor. 
Lid hinge is also broken. 
Submitted to owner for approval for new washer. 

Will return to complete drywall repairs. Tenant needs to remove personal items from the immediate area of the repair.",2.0,02/28/2023 13:00,02/28/2023 15:00,1,,122 Oxford Place,Louisville,KY,40207
TMABWMG,PLUMBING,Mike Guelda,Smell.,"Smell coming from drain and disposal. 

Removed some build up from drain. 

Instructed tenant on disposal cleaning and best practices.",1.0,02/28/2023 15:00,02/28/2023 16:00,4017,,4017 Grandview Avenue,Saint Matthews,KY,40207
TXGXX4U,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.5,02/28/2023 08:00,02/28/2023 10:30,2430-207,,2430 McKindree Ct,Louisville,KY,40211
TT5KX2H,GENERAL,Albert Hardesty,Maintenance,,1.5,02/28/2023 10:30,02/28/2023 12:00,2325,,2305 Rodman,Louisville,KY,40208
TZ7J0VCB,PLUMBING,Albert Hardesty,Maintenance,,4.0,02/28/2023 12:00,02/28/2023 16:00,1,,12701 Ridgemoor Drive,Prospect,KY,40059
TPX6FA9,BLINDS_WINDOW_TREATMENTS,Albert Hardesty,Maintenance,,2.0,02/28/2023 16:30,02/28/2023 18:30,1,,820 Winkler Avenue,Louisville,KY,40208
TX6IZIX,HVAC,Albert Hardesty,Maintenance,,2.0,02/28/2023 18:30,02/28/2023 20:30,6,,4902 Saddlebrook Lane,Louisville,KY,40216
TIDU927,PLUMBING,Albert Hardesty,Maintenance,,2.0,03/01/2023 08:00,03/01/2023 10:00,2,,1568 Illinois Road,Radcliff,KY,40160
TKYE1YDB,GENERAL,Mike Guelda,Oven repair.,"Removed old oven igniter. 
Replaced with new.",1.5,03/01/2023 08:00,03/01/2023 09:30,1,,206 Millview Street,Sellersburg,IN,47172
TFVXD7J,WASHER_DRYER,Mike Guelda,Dishwasher and mail.,"Dishwasher was not properly hooked up. 
Installed new dishwasher adapter under sink. 
Ran dishwasher to test. 
Dishwasher emptied properly with no leaks. 

Key given to tenant for mail was no good. 
Installed new mailbox lock. 
Keys given to tenant.",1.5,03/01/2023 10:00,03/01/2023 11:30,7,,1002 East Main St,New Albany,IN,47150
TVE056B,PLUMBING,Mike Guelda,Vanity bottom.,"Cut out dry rotted vanity bottom. 
Replaced with new plywood.",2.0,03/01/2023 12:00,03/01/2023 14:00,13,,1743 Culbertson Avenue,New Albany,IN,47150
TZVXXNLB,OTHER_WORK_CATEGORY,Mike Guelda,Light bulb and smell.,"Changed lightbulb in common fixture adjacent to unit 24. 

Inspected apartment for smell. 
No smell detected. 
Assume it was something outside that has faded away. 
Informed tenant to call if smell returns.",1.0,03/01/2023 14:00,03/01/2023 15:00,24,,1002 East Main St,New Albany,IN,47150
T6R7A5I,DOORS,Mike Guelda,Security knob.,"Changed battery in existing knob. Code pad still unresponsive. 

I stalled new security knob. 
Codes programmed are 0412, 0987, 0203. Also keyed to V.",1.0,03/01/2023 15:00,03/01/2023 16:00,1,,212-216 East 13th Street,New Albany,IN,47150
TAILJH9,DOORS,Albert Hardesty,Maintenance,,2.0,03/01/2023 11:00,03/01/2023 13:00,1,,254 Eldorado Avenue,Louisville,KY,40218
TX36U1LB,PLUMBING,Albert Hardesty,Maintenance,,1.5,03/01/2023 13:30,03/01/2023 15:00,1,,4204 St Charles Dr,Louisville,KY,40218
T848IG5,APPLIANCES,Albert Hardesty,Maintenance,,1.5,03/01/2023 15:00,03/01/2023 16:30,2420-109,,2430 McKindree Ct,Louisville,KY,40211
T5B4RJ6,LOCKS,Albert Hardesty,Maintenance,,1.5,03/01/2023 16:30,03/01/2023 18:00,2420-209,,2430 McKindree Ct,Louisville,KY,40211
T93HJCH,LOCKS,Albert Hardesty,Maintenance,,1.5,03/01/2023 18:00,03/01/2023 19:30,2420-110,,2430 McKindree Ct,Louisville,KY,40211
TTA4TAMB,ELECTRICAL,Albert Hardesty,Maintenance,,1.5,03/01/2023 17:00,03/01/2023 18:30,102,,4522 Winnrose Way,Louisville,KY,40211
TGMPZ1GB,DOORS,Mike Guelda,Common door.,Replaced handle and tightened set screw.,1.0,03/02/2023 08:00,03/02/2023 09:00,1B,,402 N. Hite Ave,Louisville,KY,40206
TRVY2R0,PLUMBING,Mike Guelda,Kitchen sink.,"Snaked kitchen drain multiple times.
Drain is still slow and gurgles while draining.
Referral to Dixie Plumbing.",1.5,03/02/2023 10:00,03/02/2023 11:30,1,,1744 Dixdale Avenue,Louisville,KY,40210
TECAI2B,OTHER_WORK_CATEGORY,Mike Guelda,Bedroom ceiling,"Bedroom ceiling has hole from water damage. 

Referral to roofers. 

Will return after roof repair to repair ceiling.",1.0,03/02/2023 09:00,03/02/2023 10:00,10A,,402 N. Hite Ave,Louisville,KY,40206
TDK7LIEB,GENERAL,Mike Guelda,Multiple repairs,"Cold water washing machine valve has slow leak. 
Valve would not fully shut off and since it's not in use I capped it off. 

Installed new 10 year smoke and CO combo detector in hallway. 

Water heater pilot light would not stay lit. Thermocouple was charred badly. 
Installed new thermocouple. 
Water heater pilot light stays lit after repairs. Water heater lit and functioned after lighting pilot light. 

Leak in bathroom is roof leak and leaks when it rains per tenant. 
Referral to roofing company. 

Will return to patch ceiling after roof repair is completed. 

Stove top controls showing signs of short in wiring. Recommend replacing.",2.0,03/02/2023 13:00,03/02/2023 15:00,1,,1793 West Lee Street,Louisville,KY,40210
TJPQ7NDB,PLUMBING,Albert Hardesty,Maintenance,,2.0,03/02/2023 17:00,03/02/2023 19:00,9,,212-216 East 13th Street,New Albany,IN,47150
TXGXX4U,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.5,03/02/2023 10:00,03/02/2023 11:30,2430-207,,2430 McKindree Ct,Louisville,KY,40211
T4I0YFZ,GENERAL,Albert Hardesty,Maintenance,,1.0,03/02/2023 08:00,03/02/2023 09:00,5,,4730 Southern Parkway,Louisville,KY,40214
TA76Z0JB,FLOORING,Albert Hardesty,Maintenance,,6.0,03/02/2023 11:30,03/02/2023 17:30,12,,212-216 East 13th Street,New Albany,IN,47150
T14506N,BLINDS_WINDOW_TREATMENTS,Mike Guelda,Windows.,"Rear facing windows were unlocked with drapes stuffed into the top. 

Removed drapes. 

Windows close and lock after removing drapes.",1.0,03/03/2023 08:00,03/03/2023 09:00,4,,4902 Saddlebrook Lane,Louisville,KY,40216
TGGRQY6,SHOWER,Mike Guelda,Bath tub drain.,"Snaked bath tub drain. Removed hair clog. 
Drain flowing properly after repair.",1.0,03/03/2023 09:00,03/03/2023 10:00,4,,2515 Dixie Highway,Shively,KY,40216
TH7AVYLB,ELECTRICAL,Mike Guelda,Stove install,"Removed old stove. 
Removed small spacer to right of stove to allow for slightly bigger replacement. 
Installed new stove. 
Tested all elements and oven. 
Stove functioning normally.",2.0,03/04/2023 08:00,03/04/2023 10:00,7B,,402 N. Hite Ave,Louisville,KY,40206
T227KLP,GENERAL,Albert Hardesty,Maintenance,,1.5,03/03/2023 08:00,03/03/2023 09:30,1,,376 Park Avenue,Radcliff,KY,40160
TD27XNE,WATER_DAMAGE,Albert Hardesty,Maintenance,,2.0,03/03/2023 09:00,03/03/2023 11:00,2A,,304 Keeneland Drive,Elizabethtown,KY,42701
TH75Z0T,GENERAL,Albert Hardesty,Maintenance,,2.0,03/03/2023 12:00,03/03/2023 14:00,627-3,,607 S 44th Street,Louisville,KY,40211
T4QI7LT,PLUMBING,Albert Hardesty,Maintenance,,2.0,03/03/2023 14:00,03/03/2023 16:00,2,,4900 Saddlebrook Lane,Louisville,KY,40216
TTEQB6C,BLINDS_WINDOW_TREATMENTS,Albert Hardesty,Maintenance,,2.0,03/04/2023 12:30,03/04/2023 14:30,7,,4730 Southern Parkway,Louisville,KY,40214
T110UFM,GENERAL,Albert Hardesty,Maintenance,,3.5,03/04/2023 09:00,03/04/2023 12:30,5,,4728 Southern Parkway,Louisville,KY,40214
TZVYKIX,GENERAL,Albert Hardesty,Maintenance,,1.5,03/04/2023 13:00,03/04/2023 14:30,1,,1232 Carrico Avenue,Louisville,KY,40215
TM9KNQHB,EXTERIOR,Albert Hardesty,Maintenance,,1.0,03/04/2023 15:00,03/04/2023 16:00,18,,1601-1603 Gagel Avenue,Louisville,KY,40216
TI11RY4,APPLIANCES,Albert Hardesty,Maintenance,,1.5,03/04/2023 17:00,03/04/2023 18:30,1,,601 Revolutionary Road,Louisville,KY,40214
TGQMF6,GENERAL,Albert Hardesty,Maintenance,,2.0,03/04/2023 15:30,03/04/2023 17:30,5,,601 Revolutionary Road,Louisville,KY,40214
TK35N0DB,DRYWALL,Mike Guelda,Ceiling repair.,"Scraped damaged paint and mud off drywall and ceiling. 

Applied drywall patches and drywall tape. 

Pulled new mudd over patches. 

Will return in after a couple days to sand and paint.",2.0,03/06/2023 08:00,03/06/2023 10:00,1,,318 North 43rd Street,Louisville,KY,40212
TIW1HAU,OTHER_WORK_CATEGORY,Mike Guelda,Window leak.,"Windows were replaced some time ago. 
There was a gap left at the bottom of all the replaced windows in the house. 
Foam insulation was used to fill gap. 
Foam insulation is brittle from exposure to sun and weather. 

I caulked the bottom of all replaced windows in the house.",1.5,03/06/2023 11:00,03/06/2023 12:30,1,,3758 Lentz Avenue,Louisville,KY,40215
TXP4560,GENERAL,Albert Hardesty,Maintenance,,1.5,03/06/2023 08:00,03/06/2023 09:30,740,,754 Marian Village Drive,Shelbyville,KY,40065
T6AWMA7,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.5,03/06/2023 11:00,03/06/2023 13:30,1,,4721 S 1st Street,Louisville,KY,40214
THDH918,PLUMBING,Mike Guelda,Multiple repairs,"When I knocked on front door tenant was unable to unlock deadbolt. 
Deadbolt was sticking locked.
Replaced deadbolt. Keyed to H. 

Shower handles upstairs were all worn. Handle screws were corroded and had to be drilled out. Replaced all three stems and handles. 

Water was leaking from behind tub spout. 
Removed spout and applied thread sealant to copper threads. 

Shower faucet doesn't drip or leak after repairs. 

Tenant informed me of broken flush handle on upstairs toilet. 
Replaced flush handle.",3.0,03/06/2023 13:00,03/06/2023 16:00,1,,1621 Haskin Avenue,Louisville,KY,40215
TLKRAAQ,WATER_HEATER,Albert Hardesty,Maintenance,,1.0,03/06/2023 14:00,03/06/2023 15:00,1,,2600 Briargate Ave,Louisville,KY,40216
TJ9V534,HVAC,Albert Hardesty,Maintenance,,1.5,03/06/2023 15:00,03/06/2023 16:30,1,,414 North 38th Street,Louisville,KY,40212
TV4N4UK,WATER_HEATER,Albert Hardesty,Maintenance,,1.5,03/06/2023 16:30,03/06/2023 18:00,2,,2607 West Main Street,Louisville,KY,40212
TTV8F3B,APPLIANCES,Albert Hardesty,Maintenance,,1.5,03/06/2023 18:00,03/06/2023 19:30,7,,621 Westport Road,Elizabethtown,KY,42701
TNN26QI,PLUMBING,Mike Guelda,Bathroom sink,"Ran water for several minutes. Water didn't back up. 
Tenant states that bathroom sink backs up and leaks onto floor. 
Sounds like main line issue. 
Referral to Dixie Plumbing.",1.0,03/07/2023 08:00,03/07/2023 09:00,3,,12511 East Orell Road,Louisville,KY,40272
T1Y2UPP,PLUMBING,Mike Guelda,Bathroom sink clog.,"Bathroom sink had hair clog at pop up drain. 
Removed hair clog. 
Sink drains after repair.",1.0,03/07/2023 08:30,03/07/2023 09:30,1,,3602 Baymeadow Dr.,Louisville,KY,40258
TM2ECZQ,LOCKS,Albert Hardesty,Maintenance,,1.0,03/07/2023 08:00,03/07/2023 09:00,214,,1743 Culbertson Avenue,New Albany,IN,47150
TZTN7V3,APPLIANCES,Albert Hardesty,Maintenance,,1.5,03/07/2023 09:00,03/07/2023 10:30,208,,1743 Culbertson Avenue,New Albany,IN,47150
T82GF7I,PLUMBING,Mike Guelda,Bath tub faucet.,"Cold water steady drip from bathtub faucet. 

Pulled stem, stem has damaged washer. 

Replaced washer. 

Reinstalled stem and tested.

No drip after repair.

Also replaced washer on hot side and installed a universal replacement handle.",1.5,03/07/2023 10:00,03/07/2023 11:30,10,,601 Revolutionary Road,Louisville,KY,40214
T0E67KG,DOORS,Mike Guelda,Lock out.,"By the time I got there tenant had gotten in. 

Tested deadbolt, and it was catching on strike plate. 
Also doorknob was not catching strike plate. 

Adjusted position of both strike plates. 

Door closes and locks after repair.",1.0,03/07/2023 10:00,03/07/2023 11:00,7,,7607 Garrison Road,Louisville,KY,40214
